interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0000203,CUS00615,2022-12-05,16:45,Phone,Enquiry,45,No-action,AGT016,Australia,"£10,000 - £20,000",5,,N
INT0000204,CUS00900,2023-03-04,09:00,In-Store,Enquiry,31,Converted,AGT015,Vietnam,"£20,000+",3,Word of mouth,Y
INT0000205,CUS00509,2022-03-10,17:00,WhatsApp,Enquiry,16,Follow-up,AGT016,Bali,"£5,000 - £10,000",3,Google,N
INT0000206,CUS00408,2022-07-16,13:30,Email,Enquiry,17,No-action,AGT018,Vietnam,"£20,000+",3,Travel agent,N
INT0000207,CUS00514,2023-02-01,14:45,In-Store,Quote,33,Converted,AGT013,Bali,"£5,000 - £10,000",3,,Y
INT0000208,CUS00875,2024-07-18,13:30,WhatsApp,Quote,14,Converted,AGT010,Maldives,"£20,000+",3,Google,Y
INT0000209,CUS00541,2023-01-07,12:45,WhatsApp,Enquiry,15,No-action,AGT004,Seychelles,"£3,000 - £5,000",5,Travel agent,N
INT0000210,CUS00966,2022-06-14,12:15,Web,Complaint,13,Follow-up,AGT018,Norway Fjords,"£10,000 - £20,000",6,,N
INT0000211,CUS01250,2023-11-17,15:15,Phone,Enquiry,20,No-action,AGT017,Safari Kenya,"£10,000 - £20,000",5,Repeat customer,N
INT0000212,CUS01723,2024-09-21,12:45,Email,Post-trip,5,Follow-up,AGT009,Iceland,"£20,000+",1,Travel agent,N
INT0000213,CUS01536,2024-09-09,14:30,Phone,Quote,26,Converted,AGT020,Amalfi Coast,"£3,000 - £5,000",2,Repeat customer,Y
INT0000214,CUS00069,2022-12-28,15:45,Email,Enquiry,4,Follow-up,AGT019,Bali,"£3,000 - £5,000",3,Repeat customer,N
INT0000215,CUS01601,2024-04-20,14:45,Phone,Enquiry,37,Follow-up,,Alaska Cruise,"£3,000 - £5,000",3,Repeat customer,N
INT0000216,CUS00563,2022-07-26,12:30,In-Store,Post-trip,8,Resolved,,Amalfi Coast,"£10,000 - £20,000",3,Social media,N
INT0000217,CUS01538,2022-05-11,11:45,Phone,Quote,35,No-action,AGT017,Botswana Safari,"£5,000 - £10,000",1,Google,N
INT0000218,CUS00148,2022-10-26,17:45,Web,Booking,10,Converted,AGT003,Svalbard,"£20,000+",1,Repeat customer,Y
INT0000219,CUS00008,2024-10-02,12:30,Email,Enquiry,3,Follow-up,AGT010,Safari Tanzania,"£10,000 - £20,000",5,Repeat customer,N
INT0000220,CUS01597,2022-01-19,14:30,Web,Quote,19,Converted,,Santorini,"£20,000+",2,Social media,Y
INT0000221,CUS00330,2023-11-02,14:45,Email,Enquiry,10,Follow-up,AGT013,Phuket,"£20,000+",6,,N
INT0000222,CUS00413,2024-06-27,11:45,Phone,Quote,7,Converted,AGT002,Iceland,"£5,000 - £10,000",6,Google,Y
INT0000223,CUS00769,2022-09-09,10:15,WhatsApp,Enquiry,12,Converted,AGT018,Iceland,"£10,000 - £20,000",2,Repeat customer,Y
INT0000224,CUS00564,2023-12-28,11:30,In-Store,Quote,40,Converted,AGT005,Phuket,"£5,000 - £10,000",5,Google,Y
INT0000225,CUS01751,2022-09-23,16:15,Web,Quote,11,Converted,AGT007,Machu Picchu,"£3,000 - £5,000",6,Google,Y
INT0000226,CUS01838,2022-05-19,16:00,In-Store,Complaint,51,Follow-up,,Norway Fjords,"£10,000 - £20,000",3,Social media,N
INT0000227,CUS01774,2024-02-26,09:00,Web,Booking,15,Converted,AGT020,Svalbard,"£3,000 - £5,000",1,Word of mouth,Y
INT0000228,CUS00484,2022-05-16,10:15,Phone,Quote,15,Converted,AGT018,Australia,"£3,000 - £5,000",5,Social media,Y
INT0000229,CUS01447,2023-10-24,16:15,Phone,Booking,43,Converted,,Vietnam,"£10,000 - £20,000",4,Social media,Y
INT0000230,CUS01710,2024-08-25,15:00,In-Store,Quote,47,Converted,,New Zealand,"£3,000 - £5,000",5,Google,Y
INT0000231,CUS00840,2024-10-05,13:15,Email,Enquiry,15,Converted,,Australia,"£20,000+",1,Repeat customer,Y
INT0000232,CUS01781,2023-09-26,12:45,Email,Quote,4,No-action,,Kerala,"£10,000 - £20,000",3,Google,N
INT0000233,CUS01593,2024-09-30,13:00,Email,Post-trip,17,Resolved,,Canada Rockies,"£3,000 - £5,000",2,Travel agent,N
INT0000234,CUS00615,2024-08-31,15:00,Phone,Enquiry,5,Follow-up,,Rajasthan,"£5,000 - £10,000",1,Word of mouth,N
INT0000235,CUS00139,2022-09-05,15:45,WhatsApp,Enquiry,14,No-action,AGT009,Japan Winter,"£20,000+",1,Google,N
INT0000236,CUS00569,2022-04-30,17:15,Web,Booking,8,Converted,AGT005,Patagonia,"£20,000+",1,Repeat customer,Y
INT0000237,CUS00417,2024-06-10,16:45,Phone,Quote,26,No-action,AGT003,Phuket,"£10,000 - £20,000",5,Word of mouth,N
INT0000238,CUS00192,2024-09-22,16:15,Phone,Enquiry,43,Follow-up,,Japan,"£20,000+",2,Word of mouth,N
INT0000239,CUS00385,2023-12-03,17:45,Web,Quote,17,Converted,,Vietnam,"£10,000 - £20,000",5,Travel agent,Y
INT0000240,CUS00183,2022-03-24,14:45,WhatsApp,Complaint,6,No-action,AGT002,Vietnam,"£3,000 - £5,000",5,Social media,N
INT0000241,CUS00311,2024-08-02,14:00,Email,Enquiry,19,Follow-up,AGT008,Bali,"£5,000 - £10,000",5,Repeat customer,N
INT0000242,CUS00906,2024-06-03,17:30,Phone,Quote,55,Converted,AGT016,Santorini,"£20,000+",5,Travel agent,Y
INT0000243,CUS01624,2023-08-13,17:15,Web,Enquiry,6,Converted,AGT002,Galápagos,"£10,000 - £20,000",3,Repeat customer,Y
INT0000244,CUS01813,2024-05-15,10:00,Web,Quote,17,Converted,,Safari Kenya,"£3,000 - £5,000",4,Social media,Y
INT0000245,CUS00302,2023-07-15,10:30,Phone,Post-trip,23,Resolved,,Santorini,"£10,000 - £20,000",6,Word of mouth,N
INT0000246,CUS01355,2022-10-18,15:15,In-Store,Enquiry,15,Follow-up,,Norway Fjords,"£10,000 - £20,000",1,Repeat customer,N
INT0000247,CUS00666,2024-09-20,11:30,Web,Enquiry,17,No-action,,Kerala,"£20,000+",4,Travel agent,N
INT0000248,CUS01928,2024-07-28,11:30,Email,Booking,3,Converted,,Norway Fjords,"£10,000 - £20,000",3,Repeat customer,Y
INT0000249,CUS00894,2024-01-16,11:15,Web,Enquiry,10,Converted,AGT017,Amalfi Coast,"£10,000 - £20,000",3,Repeat customer,Y
INT0000250,CUS01508,2023-11-27,13:45,Email,Booking,3,Converted,AGT009,Safari Kenya,"£20,000+",6,,Y
INT0000251,CUS00388,2024-08-17,09:30,Email,Enquiry,6,No-action,AGT017,Svalbard,"£3,000 - £5,000",5,Word of mouth,N
INT0000252,CUS01209,2023-06-12,12:45,Phone,Post-trip,60,Resolved,,Australia,"£10,000 - £20,000",3,,N
INT0000253,CUS01920,2024-04-14,11:30,Phone,Post-trip,51,Resolved,,Patagonia,"£20,000+",2,Social media,N
INT0000254,CUS01460,2022-06-15,14:30,Phone,Quote,34,Converted,AGT014,Bali,"£5,000 - £10,000",4,Travel agent,Y
INT0000255,CUS01651,2024-08-14,15:45,Email,Quote,2,No-action,AGT001,Japan,"£10,000 - £20,000",6,Repeat customer,N
INT0000256,CUS00397,2022-02-19,12:15,Web,Quote,7,Converted,,Canada Rockies,"£10,000 - £20,000",1,Social media,Y
INT0000257,CUS00211,2022-06-12,10:00,Web,Booking,8,Converted,,Japan,"£20,000+",3,Repeat customer,Y
INT0000258,CUS00141,2024-10-13,09:30,In-Store,Enquiry,10,Follow-up,,Sri Lanka,"£20,000+",3,Repeat customer,N
INT0000259,CUS01520,2023-04-13,16:00,WhatsApp,Booking,13,Converted,,Cinque Terre,"£20,000+",2,Word of mouth,Y
INT0000260,CUS00156,2023-08-05,15:00,In-Store,Enquiry,43,Follow-up,,Safari Kenya,"£20,000+",1,Repeat customer,N
INT0000261,CUS01662,2022-09-07,12:45,Web,Post-trip,12,Resolved,AGT009,Alaska Cruise,"£10,000 - £20,000",2,,N
INT0000262,CUS00435,2022-08-26,14:45,Web,Booking,17,Converted,AGT005,Vietnam,"£3,000 - £5,000",4,Word of mouth,Y
INT0000263,CUS00789,2023-11-13,12:15,Web,Enquiry,10,Converted,AGT016,Rajasthan,"£20,000+",2,Social media,Y
INT0000264,CUS00710,2023-09-12,13:15,In-Store,Booking,54,Converted,,Alaska Cruise,"£20,000+",5,Google,Y
INT0000265,CUS01104,2024-01-17,12:15,Web,Quote,16,No-action,AGT007,Japan,"£5,000 - £10,000",2,Social media,N
INT0000266,CUS00167,2024-03-27,09:15,Phone,Quote,25,Converted,AGT013,New Zealand,"£20,000+",1,Google,Y
INT0000267,CUS00978,2022-03-30,10:45,In-Store,Enquiry,37,Converted,,Safari Tanzania,"£5,000 - £10,000",2,Repeat customer,Y
INT0000268,CUS01836,2022-04-30,17:15,Web,Post-trip,2,Resolved,AGT018,Iceland,"£20,000+",2,,N
INT0000269,CUS01157,2022-01-17,11:15,Phone,Booking,58,Converted,AGT017,Iceland,"£20,000+",3,Google,Y
INT0000270,CUS01427,2022-02-16,15:30,In-Store,Booking,58,Converted,AGT013,Rajasthan,"£10,000 - £20,000",5,Social media,Y
INT0000271,CUS00847,2024-01-16,09:15,In-Store,Quote,6,Follow-up,,Cinque Terre,"£20,000+",4,Google,N
INT0000272,CUS00597,2023-02-24,13:30,Email,Post-trip,4,Resolved,AGT003,New Zealand,"£20,000+",5,,N
INT0000273,CUS01850,2024-08-01,10:15,In-Store,Quote,45,Follow-up,AGT020,Japan,"£3,000 - £5,000",6,Word of mouth,N
INT0000274,CUS00001,2022-06-28,14:30,Phone,Enquiry,10,Follow-up,,Alaska Cruise,"£10,000 - £20,000",1,Word of mouth,N
INT0000275,CUS00402,2023-03-24,09:00,Email,Enquiry,12,Follow-up,AGT012,Botswana Safari,"£20,000+",1,Repeat customer,N
INT0000276,CUS01873,2024-12-23,14:45,Email,Booking,19,Converted,,Bora Bora,"£20,000+",1,,Y
INT0000277,CUS01515,2023-07-23,17:15,WhatsApp,Enquiry,20,Converted,AGT003,Seychelles,"£5,000 - £10,000",4,Travel agent,Y
INT0000278,CUS01713,2023-11-07,14:45,Web,Booking,5,Converted,,Machu Picchu,"£5,000 - £10,000",2,Word of mouth,Y
INT0000279,CUS01984,2024-06-01,12:00,Email,Booking,12,Converted,AGT014,Japan Winter,"£20,000+",3,Social media,Y
INT0000280,CUS00094,2024-06-06,16:00,Web,Quote,11,Follow-up,AGT002,Machu Picchu,"£20,000+",1,Google,N
INT0000281,CUS01168,2024-01-14,14:15,Phone,Enquiry,27,Follow-up,AGT004,Vietnam,"£3,000 - £5,000",4,Social media,N
INT0000282,CUS00962,2023-01-31,16:15,Web,Enquiry,19,Converted,,Kerala,"£10,000 - £20,000",4,,Y
INT0000283,CUS01299,2023-06-03,12:15,In-Store,Enquiry,51,Converted,AGT002,Japan Winter,"£20,000+",5,Travel agent,Y
INT0000284,CUS00358,2024-11-30,17:30,Phone,Booking,51,Converted,,Tuscany,"£20,000+",2,Travel agent,Y
INT0000285,CUS01150,2024-04-30,17:00,Email,Quote,14,Converted,AGT010,Patagonia,"£20,000+",3,Travel agent,Y
INT0000286,CUS01773,2024-08-11,14:00,Phone,Enquiry,24,No-action,,Alaska Cruise,"£5,000 - £10,000",1,,N
INT0000287,CUS01714,2024-08-07,14:15,Phone,Enquiry,31,No-action,AGT017,Bali,"£5,000 - £10,000",6,Google,N
INT0000288,CUS00560,2023-04-02,13:45,Email,Post-trip,13,Resolved,,Amalfi Coast,"£5,000 - £10,000",4,Travel agent,N
INT0000289,CUS01321,2024-04-20,16:00,In-Store,Enquiry,30,Converted,,Peru,"£3,000 - £5,000",1,,Y
INT0000290,CUS01919,2022-11-26,11:45,In-Store,Post-trip,50,Follow-up,,Norway Fjords,"£20,000+",2,Google,N
INT0000291,CUS00215,2023-07-27,14:30,Email,Enquiry,3,Follow-up,,Vietnam,"£3,000 - £5,000",2,Social media,N
INT0000292,CUS00985,2023-08-07,14:15,Phone,Quote,57,Converted,AGT010,Machu Picchu,"£20,000+",4,Travel agent,Y
INT0000293,CUS00434,2022-08-02,17:00,In-Store,Quote,7,Follow-up,,Svalbard,"£20,000+",3,Word of mouth,N
INT0000294,CUS00252,2024-04-09,10:45,In-Store,Quote,60,Follow-up,,Seychelles,"£10,000 - £20,000",1,Word of mouth,N
INT0000295,CUS00765,2023-06-25,11:00,Web,Booking,12,Converted,AGT020,Amalfi Coast,"£20,000+",2,,Y
INT0000296,CUS00924,2023-11-17,13:45,Phone,Quote,33,Converted,AGT013,Cinque Terre,"£20,000+",2,Travel agent,Y
INT0000297,CUS01341,2022-12-11,15:45,Email,Enquiry,19,Follow-up,AGT006,Kerala,"£3,000 - £5,000",5,Social media,N
INT0000298,CUS01132,2022-11-20,14:15,Email,Enquiry,12,Follow-up,,Japan Winter,"£3,000 - £5,000",4,,N
INT0000299,CUS00545,2022-07-23,10:15,In-Store,Quote,28,Follow-up,,Botswana Safari,"£5,000 - £10,000",6,Travel agent,N
INT0000300,CUS01393,2023-12-02,17:45,Email,Quote,6,Follow-up,AGT009,Cambodia,"£3,000 - £5,000",4,Social media,N
INT0000301,CUS01364,2022-08-10,14:00,Web,Post-trip,12,Resolved,,Amalfi Coast,"£10,000 - £20,000",3,Travel agent,N
INT0000302,CUS01057,2022-05-08,13:30,Email,Enquiry,9,No-action,,Svalbard,"£10,000 - £20,000",5,Social media,N
INT0000303,CUS00869,2024-09-11,11:00,Web,Enquiry,7,Follow-up,AGT007,Vietnam,"£3,000 - £5,000",2,Word of mouth,N
INT0000304,CUS00368,2024-11-28,16:30,Web,Post-trip,19,Resolved,AGT016,Australia,"£20,000+",5,Social media,N
INT0000305,CUS01721,2024-01-15,14:30,Web,Quote,16,Converted,,Cambodia,"£5,000 - £10,000",6,Social media,Y
INT0000306,CUS01502,2024-04-09,10:45,WhatsApp,Enquiry,5,Converted,,Galápagos,"£20,000+",5,,Y
INT0000307,CUS01024,2023-08-30,13:30,In-Store,Quote,9,Converted,AGT009,Peru,"£10,000 - £20,000",4,Social media,Y
INT0000308,CUS01175,2022-12-29,14:30,WhatsApp,Quote,19,No-action,AGT019,Sri Lanka,"£10,000 - £20,000",2,Social media,N
INT0000309,CUS00315,2024-12-14,14:15,WhatsApp,Quote,8,Converted,,Botswana Safari,"£5,000 - £10,000",6,Travel agent,Y
INT0000310,CUS01035,2022-10-03,10:30,In-Store,Enquiry,20,Follow-up,,New Zealand,"£10,000 - £20,000",1,Google,N
INT0000311,CUS01839,2023-02-05,11:30,Email,Enquiry,17,No-action,AGT004,Vietnam,"£5,000 - £10,000",1,Word of mouth,N
INT0000312,CUS00724,2023-08-30,17:30,Web,Enquiry,9,No-action,,Bali,"£10,000 - £20,000",2,Repeat customer,N
INT0000313,CUS01095,2023-08-01,10:30,Phone,Quote,32,No-action,AGT004,Bali,"£3,000 - £5,000",5,Word of mouth,N
INT0000314,CUS01159,2023-07-14,15:15,Web,Quote,14,Converted,AGT011,Norway Fjords,"£5,000 - £10,000",4,Repeat customer,Y
INT0000315,CUS00667,2023-06-01,14:00,Web,Quote,5,No-action,AGT019,Kerala,"£5,000 - £10,000",3,,N
INT0000316,CUS01077,2022-01-08,11:15,In-Store,Booking,39,Converted,,Japan,"£10,000 - £20,000",6,Repeat customer,Y
INT0000317,CUS00784,2022-10-14,13:45,In-Store,Quote,35,Follow-up,,Santorini,"£20,000+",6,Social media,N
INT0000318,CUS01161,2023-03-11,17:15,Phone,Quote,30,Follow-up,AGT003,Alaska Cruise,"£3,000 - £5,000",6,Word of mouth,N
INT0000319,CUS00091,2023-04-22,14:45,Phone,Enquiry,35,No-action,,Vietnam,"£20,000+",1,Google,N
INT0000320,CUS01662,2024-09-29,16:00,Phone,Enquiry,15,Follow-up,,Vietnam,"£5,000 - £10,000",6,,N
INT0000321,CUS00408,2024-02-15,12:30,Phone,Quote,43,Follow-up,AGT016,Bora Bora,"£10,000 - £20,000",4,Google,N
INT0000322,CUS01402,2023-08-06,14:45,Phone,Quote,38,Converted,AGT015,Maldives,"£20,000+",1,Travel agent,Y
INT0000323,CUS00099,2023-08-15,15:15,Web,Post-trip,11,Resolved,AGT019,Canada Rockies,"£20,000+",2,Social media,N
INT0000324,CUS01475,2024-11-28,14:00,Email,Booking,8,Converted,,Seychelles,"£10,000 - £20,000",6,Travel agent,Y
INT0000325,CUS01884,2022-11-24,17:45,Phone,Post-trip,30,Resolved,AGT007,Tuscany,"£20,000+",1,Repeat customer,N
INT0000326,CUS00243,2024-02-13,15:45,Web,Quote,14,Follow-up,AGT013,Canada Rockies,"£3,000 - £5,000",3,Word of mouth,N
INT0000327,CUS01629,2024-06-25,15:45,WhatsApp,Enquiry,9,No-action,AGT001,Cinque Terre,"£5,000 - £10,000",3,Word of mouth,N
INT0000328,CUS00943,2023-05-05,16:45,Phone,Enquiry,16,No-action,AGT004,Norway Fjords,"£3,000 - £5,000",2,Google,N
INT0000329,CUS01674,2024-03-02,11:45,Web,Quote,20,No-action,AGT006,Svalbard,"£10,000 - £20,000",4,Social media,N
INT0000330,CUS01625,2022-05-22,13:30,Web,Enquiry,14,No-action,,Maldives,"£10,000 - £20,000",2,Word of mouth,N
INT0000331,CUS00435,2023-11-17,13:15,Email,Enquiry,16,No-action,AGT020,Cambodia,"£10,000 - £20,000",1,Word of mouth,N
INT0000332,CUS01372,2022-12-10,09:15,Web,Enquiry,5,Follow-up,AGT013,Bora Bora,"£10,000 - £20,000",6,Travel agent,N
INT0000333,CUS01982,2022-03-21,09:00,Email,Enquiry,10,Converted,AGT009,Machu Picchu,"£20,000+",6,Repeat customer,Y
INT0000334,CUS01657,2024-07-10,16:45,Email,Complaint,9,No-action,AGT014,Galápagos,"£5,000 - £10,000",6,,N
INT0000335,CUS00965,2022-08-24,12:45,Web,Enquiry,20,Follow-up,AGT019,Svalbard,"£5,000 - £10,000",1,Repeat customer,N
INT0000336,CUS00870,2024-09-24,10:30,Email,Quote,19,Follow-up,AGT008,Svalbard,"£20,000+",1,Google,N
INT0000337,CUS01600,2023-09-01,14:00,Web,Enquiry,6,Converted,AGT018,Japan,"£10,000 - £20,000",2,Google,Y
INT0000338,CUS01461,2023-10-24,12:45,In-Store,Quote,46,Converted,AGT019,Sri Lanka,"£20,000+",1,Social media,Y
INT0000339,CUS00908,2022-04-23,12:15,Web,Quote,16,Follow-up,AGT012,Maldives,"£20,000+",1,,N
INT0000340,CUS00271,2024-04-30,12:30,Phone,Booking,53,Converted,,Japan Winter,"£5,000 - £10,000",3,Social media,Y
INT0000341,CUS01218,2024-02-16,09:15,In-Store,Quote,35,Follow-up,AGT009,Kerala,"£5,000 - £10,000",3,Travel agent,N
INT0000342,CUS00023,2023-03-10,13:45,In-Store,Quote,5,No-action,,Seychelles,"£3,000 - £5,000",4,Word of mouth,N
INT0000343,CUS00944,2022-04-15,13:00,Web,Quote,13,No-action,AGT019,Japan,"£3,000 - £5,000",4,Google,N
INT0000344,CUS00815,2023-12-19,13:00,Web,Enquiry,19,Follow-up,AGT010,Bora Bora,"£3,000 - £5,000",1,Repeat customer,N
INT0000345,CUS01024,2023-06-11,16:45,Email,Enquiry,12,Converted,AGT009,Cinque Terre,"£5,000 - £10,000",5,Google,Y
INT0000346,CUS00246,2022-11-20,11:00,Phone,Quote,25,Follow-up,,New Zealand,"£20,000+",2,Google,N
INT0000347,CUS00758,2024-09-10,09:30,In-Store,Quote,49,No-action,AGT016,Svalbard,"£3,000 - £5,000",5,Travel agent,N
INT0000348,CUS00254,2022-04-01,09:30,Web,Quote,20,Follow-up,AGT018,Sri Lanka,"£5,000 - £10,000",4,Repeat customer,N
INT0000349,CUS01344,2024-05-15,09:45,Phone,Enquiry,24,Follow-up,,Sri Lanka,"£3,000 - £5,000",4,Repeat customer,N
INT0000350,CUS00683,2022-10-16,09:00,Phone,Enquiry,34,Follow-up,,Vietnam,"£5,000 - £10,000",3,,N
INT0000351,CUS01944,2022-01-05,16:00,Web,Booking,17,Converted,AGT001,Sri Lanka,"£5,000 - £10,000",1,,Y
INT0000352,CUS01274,2024-06-15,15:30,In-Store,Booking,53,Converted,,Bora Bora,"£20,000+",3,Travel agent,Y
INT0000353,CUS00488,2022-01-17,15:30,Web,Quote,12,Converted,,Svalbard,"£20,000+",2,,Y
INT0000354,CUS00796,2023-03-01,16:45,In-Store,Booking,19,Converted,AGT015,Vietnam,"£5,000 - £10,000",6,Repeat customer,Y
INT0000355,CUS00923,2022-10-31,13:30,Email,Booking,15,Converted,AGT006,Seychelles,"£20,000+",1,Social media,Y
INT0000356,CUS01528,2022-11-10,10:45,Email,Quote,15,Follow-up,AGT009,Japan Winter,"£20,000+",6,Word of mouth,N
INT0000357,CUS01034,2022-06-05,12:45,Phone,Enquiry,18,Converted,,Seychelles,"£20,000+",5,,Y
INT0000358,CUS01558,2024-05-13,11:15,Web,Quote,14,Follow-up,,Sri Lanka,"£20,000+",5,Travel agent,N
INT0000359,CUS00647,2023-10-17,15:45,Web,Quote,19,Follow-up,,Vietnam,"£20,000+",2,Repeat customer,N
INT0000360,CUS01510,2024-10-16,14:30,Web,Post-trip,13,Resolved,,Botswana Safari,"£10,000 - £20,000",3,Travel agent,N
INT0000361,CUS00174,2023-01-22,15:30,Email,Booking,18,Converted,,Canada Rockies,"£5,000 - £10,000",6,Word of mouth,Y
INT0000362,CUS01943,2023-05-21,09:15,Web,Quote,10,Converted,AGT005,Japan,"£5,000 - £10,000",3,Google,Y
INT0000363,CUS01974,2022-10-24,17:15,Phone,Booking,10,Converted,,Norway Fjords,"£3,000 - £5,000",4,,Y
INT0000364,CUS01084,2022-08-13,15:15,Email,Enquiry,6,Follow-up,,Galápagos,"£3,000 - £5,000",3,,N
INT0000365,CUS01248,2022-03-17,13:15,Web,Quote,5,No-action,,Seychelles,"£3,000 - £5,000",6,Word of mouth,N
INT0000366,CUS00331,2024-05-21,16:00,WhatsApp,Enquiry,14,Follow-up,AGT016,Alaska Cruise,"£10,000 - £20,000",6,,N
INT0000367,CUS00725,2024-07-19,11:00,In-Store,Quote,18,No-action,,Kerala,"£10,000 - £20,000",6,,N
INT0000368,CUS01050,2022-04-16,11:30,Web,Enquiry,5,Converted,,Cinque Terre,"£10,000 - £20,000",3,Word of mouth,Y
INT0000369,CUS01745,2022-05-15,15:15,Phone,Booking,52,Converted,AGT010,Japan Winter,"£5,000 - £10,000",4,Social media,Y
INT0000370,CUS01644,2024-07-21,09:15,Web,Enquiry,11,Follow-up,AGT016,Norway Fjords,"£5,000 - £10,000",6,,N
INT0000371,CUS01627,2022-09-06,15:30,In-Store,Enquiry,10,Converted,,Japan Winter,"£5,000 - £10,000",2,Travel agent,Y
INT0000372,CUS00954,2024-06-15,16:15,In-Store,Booking,56,Converted,,Peru,"£5,000 - £10,000",3,Travel agent,Y
INT0000373,CUS01791,2024-08-29,11:30,Email,Enquiry,4,No-action,AGT004,Vietnam,"£20,000+",1,Word of mouth,N
INT0000374,CUS00866,2024-05-10,16:30,In-Store,Enquiry,45,Follow-up,AGT011,Safari Tanzania,"£3,000 - £5,000",1,Social media,N
INT0000375,CUS00437,2024-10-18,13:00,Email,Post-trip,8,Resolved,,Norway Fjords,"£5,000 - £10,000",6,Google,N
INT0000376,CUS01249,2022-06-30,14:30,Web,Post-trip,5,Resolved,AGT019,Australia,"£20,000+",5,,N
INT0000377,CUS01302,2023-04-19,17:30,Web,Enquiry,5,Converted,,Australia,"£20,000+",1,Travel agent,Y
INT0000378,CUS00338,2023-11-05,10:45,Phone,Post-trip,27,Follow-up,,Australia,"£20,000+",1,Google,N
INT0000379,CUS01324,2022-02-01,10:30,Web,Quote,5,Converted,AGT019,Svalbard,"£3,000 - £5,000",6,,Y
INT0000380,CUS00888,2022-01-28,13:45,In-Store,Enquiry,16,No-action,,Svalbard,"£3,000 - £5,000",4,,N
INT0000381,CUS01360,2022-02-20,09:00,Phone,Enquiry,8,No-action,,Canada Rockies,"£10,000 - £20,000",3,Google,N
INT0000382,CUS00413,2022-08-14,10:30,Email,Enquiry,9,Converted,AGT009,Bora Bora,"£5,000 - £10,000",6,Word of mouth,Y
INT0000383,CUS00349,2023-11-25,17:30,In-Store,Complaint,25,Follow-up,,Norway Fjords,"£5,000 - £10,000",1,Repeat customer,N
INT0000384,CUS01550,2022-09-05,09:15,Phone,Enquiry,53,Follow-up,,Seychelles,"£5,000 - £10,000",1,Repeat customer,N
INT0000385,CUS00973,2022-11-27,17:15,In-Store,Enquiry,31,Follow-up,AGT003,Machu Picchu,"£3,000 - £5,000",3,Word of mouth,N
INT0000386,CUS00819,2023-10-19,10:00,Email,Booking,2,Converted,AGT010,Kerala,"£10,000 - £20,000",4,,Y
INT0000387,CUS00284,2023-02-03,14:45,Web,Enquiry,3,Follow-up,AGT020,Canada Rockies,"£3,000 - £5,000",3,Social media,N
INT0000388,CUS01407,2024-02-19,14:30,Phone,Complaint,53,Follow-up,AGT004,Kerala,"£3,000 - £5,000",1,Travel agent,N
INT0000389,CUS00903,2024-02-07,11:15,Phone,Enquiry,19,No-action,,Cinque Terre,"£3,000 - £5,000",2,,N
INT0000390,CUS01926,2024-06-10,09:45,Phone,Enquiry,27,No-action,AGT015,Botswana Safari,"£5,000 - £10,000",1,Google,N
INT0000391,CUS01312,2024-02-25,13:00,Phone,Booking,42,Converted,AGT015,Australia,"£10,000 - £20,000",1,Travel agent,Y
INT0000392,CUS00713,2023-11-18,13:30,Web,Enquiry,13,No-action,AGT019,Norway Fjords,"£3,000 - £5,000",4,Google,N
INT0000393,CUS00682,2024-03-14,17:30,Web,Quote,18,Converted,,Galápagos,"£3,000 - £5,000",4,Travel agent,Y
INT0000394,CUS01034,2023-07-28,11:30,Phone,Booking,13,Converted,,Canada Rockies,"£3,000 - £5,000",5,,Y
INT0000395,CUS01918,2022-04-12,17:45,Web,Enquiry,3,Follow-up,,Botswana Safari,"£3,000 - £5,000",6,Travel agent,N
INT0000396,CUS00698,2024-10-18,10:45,In-Store,Enquiry,33,No-action,,Japan,"£10,000 - £20,000",6,Word of mouth,N
INT0000397,CUS01689,2023-07-15,15:00,Email,Enquiry,3,No-action,,Sri Lanka,"£5,000 - £10,000",5,Travel agent,N
INT0000398,CUS01095,2022-02-28,13:45,In-Store,Booking,23,Converted,,Kerala,"£20,000+",6,Travel agent,Y
INT0000399,CUS00967,2024-02-18,17:00,Email,Quote,4,Converted,AGT004,Botswana Safari,"£3,000 - £5,000",3,Google,Y
